chr position COMBINED_rate(cM/Mb) Genetic_Map(cM)
14 18498627 0.0 0.0
14 18508615 0.0 0.0
14 18518602 0.0 0.0
14 18528589 0.0 0.0
14 18538577 0.0 0.0
14 18548564 0.0 0.0
14 18558551 0.042355061580054074 0.000423
14 18568539 0.0 0.000423
14 18578526 0.0 0.000423
14 18588513 0.0 0.000423
14 18598501 0.0 0.000423
14 18608488 0.0 0.000423
14 18618475 0.0 0.000423
14 18628462 0.0 0.000423
14 18638450 0.0 0.000423
14 18648437 0.0 0.000423
14 18658424 0.0 0.000423
14 18668412 0.0 0.000423
14 18678399 0.0 0.000423
14 18688386 0.0 0.000423
14 18698374 0.0 0.000423
14 18708361 0.0 0.000423
14 18718348 0.0 0.000423
14 18728336 0.0 0.000423
14 18738323 0.0 0.000423
14 18748310 0.0 0.000423
14 18758298 0.0 0.000423
14 18768285 0.0 0.000423
14 18778272 0.0 0.000423
14 18788260 0.0 0.000423
14 18798247 0.0 0.000423
14 18808234 0.0 0.000423
14 18818222 0.0 0.000423
14 18828209 0.0 0.000423
14 18838196 0.0 0.000423
14 18848184 0.0 0.000423
14 18858171 0.0 0.000423
14 18868158 0.0 0.000423
14 18878146 0.0 0.000423
14 18888133 0.0 0.000423
14 18898120 0.0 0.000423
14 18908107 0.0 0.000423
14 18918095 0.0 0.000423
14 18928082 0.0 0.000423
14 18938069 0.0 0.000423
14 18948057 0.0 0.000423
14 18958044 0.0 0.000423
14 18968031 0.0 0.000423
14 18978019 0.0 0.000423
14 18988006 0.0 0.000423
14 18997993 0.0 0.000423
14 19007981 0.0 0.000423
14 19017968 0.0 0.000423
14 19027955 0.0 0.000423
14 19037943 0.0 0.000423
14 19047930 0.0 0.000423
14 19057917 0.0 0.000423
14 19067905 0.0 0.000423
14 19077892 0.0 0.000423
14 19087879 0.0 0.000423
14 19097867 0.0 0.000423
14 19107854 0.0 0.000423
14 19117841 0.0 0.000423
14 19127829 0.0 0.000423
14 19137816 0.0 0.000423
14 19147803 0.0 0.000423
14 19157791 0.0 0.000423
14 19167778 0.0 0.000423
14 19177765 0.0 0.000423
14 19187752 0.0 0.000423
14 19197740 0.0 0.000423
14 19207727 0.0 0.000423
14 19217714 0.0 0.000423
14 19227702 0.0 0.000423
14 19237689 0.0 0.000423
14 19247676 0.0 0.000423
14 19257664 0.0 0.000423
14 19267651 0.0 0.000423
14 19277638 0.0 0.000423
14 19287626 0.0 0.000423
14 19297613 0.0 0.000423
14 19307600 0.0 0.000423
14 19317588 0.0 0.000423
14 19327575 0.0 0.000423
14 19337562 0.0 0.000423
14 19347550 0.0 0.000423
14 19357537 0.0 0.000423
14 19367524 0.0 0.000423
14 19377512 0.0 0.000423
14 19387499 0.0 0.000423
14 19397486 0.0 0.000423
14 19407474 0.0 0.000423
14 19417461 0.0 0.000423
14 19427448 0.0 0.000423
14 19437435 0.0 0.000423
14 19447423 0.0 0.000423
14 19457410 0.0 0.000423
14 19467397 0.0 0.000423
14 19477385 0.0 0.000423
14 19487372 0.0 0.000423
14 19497359 0.0 0.000423
14 19507347 0.0 0.000423
14 19517334 0.0 0.000423
14 19527321 0.0 0.000423
14 19537309 0.0 0.000423
14 19547296 0.0 0.000423
14 19557283 0.0 0.000423
14 19567271 0.0 0.000423
14 19577258 0.0 0.000423
14 19587245 0.0 0.000423
14 19597233 0.0 0.000423
14 19607220 0.0 0.000423
14 19617207 0.0 0.000423
14 19627195 0.0 0.000423
14 19637182 0.0 0.000423
14 19647169 0.0 0.000423
14 19657157 0.0 0.000423
14 19667144 0.0 0.000423
14 19677131 0.0 0.000423
14 19687119 0.0 0.000423
14 19697106 0.0 0.000423
14 19707093 0.0 0.000423
14 19717080 0.0 0.000423
14 19727068 0.0 0.000423
14 19737055 0.00450585761489937 0.000468
14 19747042 0.0 0.000468
14 19757030 0.02773327993592311 0.000745
14 19767017 0.0 0.000745
14 19777004 0.0 0.000745
14 19786992 0.0 0.000745
14 19796979 0.0 0.000745
14 19806966 0.0 0.000745
14 19816954 0.0 0.000745
14 19826941 0.0 0.000745
14 19836928 0.0 0.000745
14 19846916 0.0 0.000745
14 19856903 0.18604185441073395 0.002603
14 19866890 2.71633123059978 0.029731
14 19876878 1.781437725270324 0.047524
14 19886865 8.792330029037752 0.135333
14 19896852 1.1902473215179716 0.14722
14 19906840 0.010913095714857627 0.147329
14 19916827 1.0319415239811767 0.157635
14 19926814 3.687694002202864 0.194464
14 19936802 3.449239086904286 0.228915
14 19946789 0.0 0.228915
14 19956776 0.0 0.228915
14 19966764 0.706848217861432 0.235975
14 19976751 0.0 0.235975
14 19986738 0.0 0.235975
14 19996725 8.472113747872234 0.320586
14 20006713 6.872346816179416 0.389227
14 20016700 11.869630519675583 0.507769
14 20026687 2.456393311304696 0.532301
14 20036675 1.9307168602322755 0.551585
14 20046662 4.78482026634625 0.599371
14 20056649 2.9872834685090646 0.629205
14 20066637 1.2478974769723699 0.641669
14 20076624 29.001101431861418 0.931303
14 20086611 0.0 0.931303
14 20096599 1.9823788546255545 0.951103
14 20106586 0.5712426154000161 0.956808
14 20116573 0.639331130469608 0.963193
14 20126561 3.5634761714056937 0.998785
14 20136548 0.11825372984880221 0.999966
14 20146535 0.9994993491539048 1.009948
14 20156523 0.0 1.009948
14 20166510 0.2642435165715266 1.012587
14 20176497 0.0 1.012587
