chr position COMBINED_rate(cM/Mb) Genetic_Map(cM)
17 161543 2.111401568469737 0.021
17 171490 0.8578465869106263 0.029533
17 181436 1.0561029559621962 0.040037
17 191383 1.3968030561978484 0.053931
17 201329 2.25397144580736 0.076349
17 211276 7.036694480747965 0.146343
17 221222 8.979589784838126 0.235654
17 231169 3.1322006635166373 0.26681
17 241115 5.132515584154432 0.317858
17 251061 6.173537100341847 0.37926
17 261008 2.930029154518954 0.408405
17 270954 24.03428513975467 0.64745
17 280901 3.3791092791796498 0.681062
17 290847 4.621757490448422 0.72703
17 300794 13.605207600281503 0.862361
17 310740 4.363161069776794 0.905757
17 320687 1.9396803056197771 0.925051
17 330633 2.2555801327166765 0.947485
17 340580 14.790087463556858 1.094602
17 350526 4.657550774180578 1.140926
17 360472 2.64216770561029 1.167205
17 370419 1.6133507590228273 1.183253
17 380365 0.7290367987130401 1.190504
17 390312 12.466874434502856 1.314512
17 400258 0.0472551779610087 1.314982
17 410205 0.03357796320496979 1.315316
17 420151 0.10064347476372709 1.316317
17 430098 3.527093596059125 1.351401
17 440044 0.36446812789060823 1.355026
17 449990 1.4983913130906785 1.369929
17 459937 0.0 1.369929
17 469883 0.0 1.369929
17 479830 0.0 1.369929
17 489776 0.0 1.369929
17 499723 0.14104755202574074 1.371332
17 509669 0.014478182183784634 1.371476
17 519616 0.057906906605019806 1.372052
17 529562 0.12205911924392202 1.373266
17 539508 0.7068168107781891 1.380296
17 549455 3.73992158439731 1.417497
17 559401 2.157952945907904 1.43896
17 569348 0.028953453302509903 1.439248
17 579294 0.0 1.439248
17 589241 0.0 1.439248
17 599187 0.0 1.439248
17 609134 4.368854931135002 1.482705
17 619080 0.010657550774196814 1.482811
17 629027 0.004624509902482205 1.482857
17 638973 0.0 1.482857
17 648919 0.0 1.482857
17 658866 1.0345832914446396 1.493148
17 668812 0.02915745023126116 1.493438
17 678759 0.00854529003718616 1.493523
17 688705 0.0 1.493523
17 698652 0.45310143761938665 1.49803
17 708598 0.0 1.49803
17 718545 0.6216949834120808 1.504214
17 728491 0.04363563241504579 1.504648
17 738437 0.5413231449829132 1.510032
17 748384 1.4903991153111358 1.524857
17 758330 1.271667001809772 1.537505
17 768277 0.06926711571329665 1.538194
17 778223 1.8257590991353345 1.556353
17 788170 6.331054589323415 1.619328
17 798116 0.779911522219967 1.627085
17 808063 9.98311048557354 1.726387
17 818009 6.187210939070993 1.787925
17 827955 2.7981097928815624 1.815755
17 837902 38.99788881069668 2.203667
17 847848 6.068369193645695 2.264023
17 857795 6.198451794510924 2.325679
17 867741 2.040418258596402 2.345973
17 877688 1.0030159847190234 2.35595
17 887634 16.725517796098917 2.522302
17 897581 2.088066753795132 2.543072
17 907527 5.975165895837541 2.602501
17 917474 24.440836433095377 2.845614
17 927420 21.10315704805952 3.055506
17 937366 10.95646491051681 3.164479
17 947313 17.625012566603 3.339795
17 957259 22.896340237281297 3.567522
17 967206 4.5430783150698995 3.612712
17 977152 0.029056907299415215 3.613001
17 987099 2.938071780436296 3.642226
17 997045 0.2916750452443236 3.645127
17 1006992 4.829496330551942 3.693166
17 1016938 16.06696159260004 3.852968
17 1026884 3.3343052483410025 3.886131
17 1036831 21.987734995476025 4.104843
17 1046777 3.2804142368792104 4.13747
17 1056724 9.375992761636617 4.230733
17 1066670 0.2582947918761578 4.233302
17 1076617 1.890620287523842 4.252108
17 1086563 3.395033179167515 4.285875
17 1096510 8.591836734693862 4.371338
17 1106456 6.97054092097332 4.440667
17 1116402 5.413231449828999 4.494507
17 1126349 9.91303910726853 4.593112
17 1136295 4.193746229640084 4.634823
17 1146242 1.0783150698703141 4.645549
17 1156188 2.0081439774784076 4.665522
17 1166135 22.288629737609334 4.887227
17 1176081 2.6490046249748094 4.913574
17 1186028 6.175429777822472 4.975001
17 1195974 4.369796903277688 5.018463
17 1205921 1.4860762038805968 5.033245
17 1215867 2.885883772370817 5.061948
17 1225813 0.6505127689523625 5.068418
17 1235760 3.016688448778471 5.098425
17 1245706 1.5034184596823061 5.113378
17 1255653 5.394993465366481 5.167042
17 1265599 9.073798511964597 5.25729
17 1275546 1.7446466271237653 5.274644
17 1285492 10.205911924391708 5.376152
17 1295439 0.45712275057802704 5.380699
17 1305385 3.4836115021113803 5.415347
17 1315331 5.911421677056096 5.474142
17 1325278 1.4306826178747913 5.488373
17 1335224 1.482404986929361 5.503117
17 1345171 2.6622097114708376 5.529598
17 1355117 0.4126281922380742 5.533702
17 1365064 0.0 5.533702
17 1375010 0.4324351498089572 5.538003
17 1384957 0.33648336181769933 5.54135
17 1394903 0.09702392921776419 5.542315
17 1404849 1.8388296802734099 5.560604
17 1414796 1.8064743138634667 5.578573
17 1424742 0.9963804544541052 5.588483
17 1434689 0.47099628028554064 5.593168
17 1444635 0.0 5.593168
17 1454582 0.7183070272443464 5.600313
17 1464528 1.6267846370400467 5.616493
17 1474475 2.974766261184255 5.646083
17 1484421 10.804041825859656 5.75354
