chr position COMBINED_rate(cM/Mb) Genetic_Map(cM)
6 172186 0.47343671835917955 0.004732
6 182181 1.0841420710355176 0.015568
6 192177 28.453081232492995 0.299985
6 202172 5.027913956978491 0.350239
6 212167 5.0676338169084545 0.40089
6 222162 1.2332166083041525 0.413216
6 232157 3.702851425712855 0.450226
6 242152 1.5385692846423213 0.465604
6 252148 1.2960184073629446 0.478559
6 262143 7.0299149574787325 0.548823
6 272138 5.082541270635324 0.599623
6 282133 0.1812906453226649 0.601435
6 292128 0.41790895447723725 0.605612
6 302124 8.360044017607038 0.689179
6 312119 0.5395697848924443 0.694572
6 322114 0.42051025512757056 0.698775
6 332109 2.0144072036017993 0.718909
6 342104 0.2069034517258588 0.720977
6 352100 0.3219287715086089 0.724195
6 362095 0.4643321660830421 0.728836
6 372090 4.141470735367677 0.77023
6 382085 0.0 0.77023
6 392080 0.5959979989994987 0.776187
6 402075 2.746073036518259 0.803634
6 412071 1.022809123649461 0.813858
6 422066 0.8335167583791873 0.822189
6 432061 0.023911955977999024 0.822428
6 442056 0.23011505752876124 0.824728
6 452051 0.6149074537268618 0.830874
6 462047 0.13655462184873446 0.832239
6 472042 17.983791895947974 1.011987
6 482037 7.871735867933969 1.090665
6 492032 4.819309654827404 1.138834
6 502027 0.6183091545772961 1.145014
6 512022 0.5164582291145684 1.150176
6 522018 0.10834333733492849 1.151259
6 532013 0.13736868434217794 1.152632
6 542008 0.021510755377674256 1.152847
6 552003 0.4569284642321148 1.157414
6 561998 0.14817408704352833 1.158895
6 571994 1.1957783113245402 1.170848
6 581989 1.0436218109054385 1.181279
6 591984 0.9600800400200038 1.190875
6 601979 0.0 1.190875
6 611974 0.005002501250635869 1.190925
6 621969 0.47673836918458307 1.19569
6 631965 0.6156462585034007 1.201844
6 641960 0.0008004002001008504 1.201852
6 651955 4.3608804402201145 1.245439
6 661950 0.35587793896948794 1.248996
6 671945 0.0 1.248996
6 681941 0.06892757102840533 1.249685
6 691936 0.08484242121060129 1.250533
6 701931 0.9801900950475293 1.26033
6 711926 1.4304152076038024 1.274627
6 721921 0.4814407203601839 1.279439
6 731917 0.3759503801520536 1.283197
6 741912 0.9477738869434782 1.29267
6 751907 0.02821410705353832 1.292952
6 761902 3.758679339669817 1.33052
6 771897 0.9009504752376339 1.339525
6 781892 3.0366183091545786 1.369876
6 791888 0.6641656662664905 1.376515
6 801883 3.8527263631815893 1.415023
6 811878 0.3860930465232673 1.418882
6 821873 0.050825412706348466 1.41939
6 831868 4.240420210105058 1.461773
6 841864 10.275810324129647 1.56449
6 851859 0.035217608804415206 1.564842
6 861854 0.12686343171584039 1.56611
6 871849 0.29114557278641223 1.56902
6 881844 0.23581790895447147 1.571377
6 891839 5.230215107553776 1.623653
6 901835 2.3659463785514157 1.647303
6 911830 0.1818909454727461 1.649121
6 921825 2.5818909454727357 1.674927
6 931820 0.9217608804402116 1.68414
6 941815 0.6718359179589821 1.690855
6 951811 0.15836334533814647 1.692438
6 961806 1.4549274637318492 1.70698
6 971801 7.776388194097053 1.784705
6 981796 0.16078039019508894 1.786312
6 991791 0.7848924462231217 1.794157
6 1001786 1.226213106553281 1.806413
6 1011782 0.12765106042417515 1.807689
6 1021777 0.7719859929964816 1.815405
6 1031772 0.8066033016508267 1.823467
6 1041767 0.4857428714357232 1.828322
6 1051762 0.6143071535767918 1.834462
6 1061758 4.8722488995598185 1.883165
6 1071753 0.038019009504757076 1.883545
6 1081748 0.2667333666833474 1.886211
