chr position COMBINED_rate(cM/Mb) Genetic_Map(cM)
4 77855 0.0 0.0
4 87854 1.9582958295829587 0.019581
4 97854 0.0 0.019581
4 107854 0.45199999999999996 0.024101
4 117854 11.015200000000002 0.134253
4 127853 0.5796579657965792 0.140049
4 137853 0.07939999999999892 0.140843
4 147853 0.8625999999999995 0.149469
4 157853 3.8073999999999995 0.187543
4 167852 0.14671467146714912 0.18901
4 177852 0.0 0.18901
4 187852 0.0 0.18901
4 197851 0.0 0.18901
4 207851 1.763099999999998 0.206641
4 217851 0.0 0.206641
4 227851 0.08800000000000197 0.207521
4 237850 0.43134313431342974 0.211834
4 247850 0.0 0.211834
4 257850 0.0 0.211834
4 267849 0.013801380138013726 0.211972
4 277849 0.0 0.211972
4 287849 0.0 0.211972
4 297849 0.5952000000000013 0.217924
4 307848 0.543454345434543 0.223358
4 317848 6.5332 0.28869
4 327848 2.1546999999999983 0.310237
4 337848 0.1690999999999998 0.311928
4 347847 0.0 0.311928
4 357847 0.3864000000000034 0.315792
4 367847 0.0 0.315792
4 377846 0.0 0.315792
4 387846 0.0 0.315792
4 397846 0.3278000000000003 0.31907
4 407846 0.0 0.31907
4 417845 0.022502250225020025 0.319295
4 427845 0.42260000000000075 0.323521
4 437845 0.0 0.323521
4 447845 0.06900000000000239 0.324211
4 457844 3.445544554455444 0.358663
4 467844 0.7867000000000013 0.36653
4 477844 21.883799999999997 0.585368
4 487843 0.005100510051007426 0.585419
4 497843 0.0 0.585419
4 507843 4.587299999999994 0.631292
4 517843 9.8248 0.72954
4 527842 3.531753175317539 0.764854
4 537842 1.0506999999999933 0.775361
4 547842 0.0017000000000044757 0.775378
4 557841 1.102510251025106 0.786402
4 567841 1.5042999999999918 0.801445
4 577841 0.5188999999999999 0.806634
4 587841 0.012900000000004574 0.806763
4 597840 0.0 0.806763
4 607840 0.5893999999999955 0.812657
4 617840 0.6734000000000018 0.819391
4 627840 0.0 0.819391
4 637839 0.10991099109911713 0.82049
4 647839 0.0 0.82049
4 657839 0.2961999999999909 0.823452
4 667838 0.0 0.823452
4 677838 3.5521000000000025 0.858973
4 687838 2.387000000000006 0.882843
4 697838 6.681599999999999 0.949659
4 707837 14.126512651265129 1.09091
4 717837 0.3727000000000036 1.094637
4 727837 0.16140000000000043 1.096251
4 737837 0.0044999999999850715 1.096296
4 747836 1.4167416741674292 1.110462
4 757836 3.5733000000000015 1.146195
4 767836 0.15159999999998508 1.147711
4 777835 0.0 1.147711
4 787835 0.02420000000000755 1.147953
4 797835 5.083100000000007 1.198784
4 807835 0.665899999999997 1.205443
4 817834 1.7076707670767028 1.222518
4 827834 1.344600000000007 1.235964
4 837834 0.7991999999999999 1.243956
4 847833 0.0 1.243956
4 857833 0.5742999999999832 1.249699
4 867833 0.05220000000001335 1.250221
4 877833 0.17579999999999263 1.251979
4 887832 9.372437243724372 1.345694
4 897832 0.33490000000000464 1.349043
4 907832 2.7211000000000096 1.376254
4 917832 0.0 1.376254
4 927831 3.839583958395838 1.414646
4 937831 0.5023 1.419669
4 947831 0.7809999999999873 1.427479
4 957830 0.3977397739774097 1.431456
4 967830 0.2862999999999838 1.434319
4 977830 0.7727000000000039 1.442046
4 987830 0.20839999999999748 1.44413
4 997829 3.2532253225322565 1.476659
4 1007829 10.216899999999995 1.578828
4 1017829 1.6091000000000077 1.594919
4 1027829 1.549899999999993 1.610418
4 1037828 5.886688668866892 1.669279
4 1047828 0.332599999999994 1.672605
4 1057828 1.3302000000000147 1.685907
4 1067827 0.008300830083013827 1.68599
4 1077827 0.0009999999999843467 1.686
4 1087827 0.03690000000000637 1.686369
4 1097827 0.016100000000007775 1.68653
4 1107826 0.0 1.68653
4 1117826 0.1466999999999885 1.687997
4 1127826 0.0 1.687997
4 1137825 0.09930993099310148 1.68899
4 1147825 0.0 1.68899
4 1157825 0.008500000000011276 1.689075
4 1167825 0.12679999999998248 1.690343
4 1177824 1.2001200120012012 1.702343
4 1187824 0.0009000000000147779 1.702352
4 1197824 1.5434999999999865 1.717787
4 1207824 0.6671000000000094 1.724458
4 1217823 0.8536853685368414 1.732994
4 1227823 0.0 1.732994
4 1237823 0.33970000000000944 1.736391
4 1247822 5.638763876387633 1.792773
4 1257822 1.1241999999999974 1.804015
4 1267822 0.0 1.804015
4 1277822 0.0 1.804015
4 1287821 0.0 1.804015
4 1297821 0.05779999999999674 1.804593
4 1307821 0.0 1.804593
4 1317821 0.3151000000000126 1.807744
4 1327820 0.7135713571357027 1.814879
4 1337820 2.261700000000011 1.837496
4 1347820 0.1495000000000024 1.838991
4 1357819 0.2669266926692702 1.84166
4 1367819 0.20439999999999348 1.843704
4 1377819 0.4618000000000011 1.848322
4 1387819 0.3643000000000063 1.851965
4 1397818 0.3312331233123294 1.855277
4 1407818 0.0 1.855277
4 1417818 1.8850999999999951 1.874128
4 1427817 35.16021602160216 2.225695
4 1437817 0.0 2.225695
4 1447817 0.0 2.225695
4 1457817 0.0 2.225695
4 1467816 0.0 2.225695
4 1477816 0.13819999999999943 2.227077
4 1487816 9.706400000000004 2.324141
4 1497816 10.747300000000015 2.431614
4 1507815 0.37663766376634805 2.43538
4 1517815 0.35680000000000156 2.438948
4 1527815 8.213099999999995 2.521079
4 1537814 4.882588258825906 2.5699
4 1547814 0.8156999999999748 2.578057
4 1557814 5.809400000000009 2.636151
4 1567814 0.588600000000028 2.642037
4 1577813 1.3474347434743321 2.65551
4 1587813 3.5038000000000125 2.690548
4 1597813 7.497899999999991 2.765527
4 1607813 0.6369999999999987 2.771897
4 1617812 2.7126712671267277 2.799021
4 1627812 13.83949999999996 2.937416
4 1637812 0.4634000000000249 2.94205
4 1647811 10.989398939893986 3.051933
4 1657811 2.218700000000018 3.07412
4 1667811 0.003399999999986747 3.074154
4 1677811 0.011200000000011201 3.074266
4 1687810 8.504550455045486 3.159303
4 1697810 1.3786000000000076 3.173089
4 1707810 0.13659999999999783 3.174455
4 1717809 0.02970297029700667 3.174752
4 1727809 0.0352000000000352 3.175104
4 1737809 0.8624999999999883 3.183729
4 1747809 0.3247 3.186976
4 1757808 1.6753675367536633 3.203728
4 1767808 1.9064000000000192 3.222792
4 1777808 0.003899999999967818 3.222831
