chr position COMBINED_rate(cM/Mb) Genetic_Map(cM)
20 90412 11.960216998191683 0.119052
20 100366 0.09262607996785135 0.119974
20 110319 0.008640610871094417 0.12006
20 120273 0.39692585895117505 0.124011
20 130227 1.4300783604581087 0.138246
20 140181 0.5397830018083172 0.143619
20 150135 3.796865581675708 0.181413
20 160089 1.7926461723930078 0.199257
20 170042 0.9056565859539859 0.208271
20 179996 0.0 0.208271
20 189950 10.636628491058868 0.314148
20 199904 0.0 0.314148
20 209858 0.1971066907775788 0.31611
20 219812 2.4481615430982497 0.340479
20 229765 1.7240028132221477 0.357638
20 239719 0.4445449065702243 0.362063
20 249673 1.750251155314446 0.379485
20 259627 3.555455093429778 0.414876
20 269581 0.05887080570624628 0.415462
20 279535 7.540888085191885 0.490524
20 289488 1.788907866974783 0.508329
20 299442 2.052541691782196 0.52876
20 309396 2.458107293550336 0.553228
20 319350 10.366083986337145 0.656412
20 329304 9.596041792244327 0.751931
20 339258 0.0 0.751931
20 349211 2.7216919521752265 0.77902
20 359165 1.8051034759895506 0.796988
20 369119 19.325296363271047 0.989352
20 379073 0.8268032951577216 0.997582
20 389027 7.023608599557979 1.067495
20 398980 3.670250175826379 1.104025
20 408934 0.6912798874824106 1.110906
20 418888 0.9909584086799372 1.12077
20 428842 0.05414908579463986 1.121309
20 438796 0.20112517580872608 1.123311
20 448750 0.05756479807114293 1.123884
20 458703 0.028433638099046636 1.124167
20 468657 1.7893309222423168 1.141978
20 478611 0.30429977898334043 1.145007
20 488565 0.13692987743618457 1.14637
20 498519 0.013863773357463686 1.146508
20 508473 0.16003616636527584 1.148101
20 518426 0.10388827489199029 1.149135
20 528380 0.0 1.149135
20 538334 0.009242515571627585 1.149227
20 548288 0.2725537472372881 1.15194
20 558242 1.8303194695599745 1.170159
20 568196 9.205244122965638 1.261788
20 578149 4.8153320606852255 1.309715
20 588103 14.100361663652805 1.45007
20 598057 4.334840265220023 1.493219
20 608011 1.6704842274462393 1.509847
20 617965 0.8226843480008039 1.518036
20 627918 0.8242740882146187 1.52624
20 637872 5.4297769740807595 1.580288
20 647826 2.3518183644766077 1.603698
20 657780 4.232871207554742 1.645832
20 667734 9.167872212176025 1.737089
20 677688 11.211874623267018 1.848692
20 687641 1.549884456947648 1.864118
20 697595 10.421438617641163 1.967853
20 707549 15.862668274060676 2.12575
20 717503 17.610006027727543 2.30104
20 727457 2.110910186859535 2.322052
20 737411 1.0098452883263407 2.332104
20 747364 1.9038480860041858 2.351053
20 757318 2.291641551135258 2.373864
